	Title	Location	Company	Salary	Synopsis	mean_annual_salary
1252	ANALYTIC MATHEMATICIAN, STATISTICIAN, DATA-SCIENTIST	Washington, DC	US Defense Intelligence Agency	$89,834 - $116,788 a year	Duties DIA employs a variety of professionals who serve throughout the workforce to ensure successful operations. To view this position’s duties, click…	103311.0
1253	Statistician, GS-1530-13, DE, (Open Continuous)	Washington, DC	US Office for Civil Rights	$103,690 - $134,798 a year	Help This job is open to The public U.S. Citizens, Nationals or those who owe allegiance to the U.S. Clarification from the agency United States Citizens…	119244.0
1254	Principal Data Scientist	Washington, DC	Harnham	$150,000 - $180,000 a year	Partner with stakeholders to develop the organization's long-term data strategy, acting as an SME on best data science practices.	165000.0
1255	Data Scientist	Washington, DC	US Federal Aviation Administration	$112,187 - $173,922 a year	U.S. Citizens, Nationals or those who owe allegiance to the U.S.Also open to those eligible for 30% or more Disabled.	143054.5
1256	Senior Data Scientist at Rent-to-Own Startup	Remote in Watauga, TX 76148+1 location	Recruiting From Scratch	$120,000 - $190,000 a year	You have 3+ years of experience working in data science.Day to day, you will perform a mix of exploratory data analysis, statistical modeling, software…	155000.0
1257	Senior Data Scientist/Machine Learning Engineer	Remote in Watauga, TX 76148+14 locations	Recruiting From Scratch	$140,000 - $200,000 a year	Work with cross-functional teams, including lawyers, data protection and security researchers.Gather training data, and train and evaluate state-of-the-art…	170000.0
1258	Reporting & Analytics Analyst	Remote in Bedford, TX 76022+1 location	Kelly	$35 an hour	Solutions and makes recommendations relating to account acquisition, portfolio performance, operating efficiencies, and expense control.	70000.0
1259	Data Plane Engineer	Remote in Fort Worth, TX+2 locations	Recruiting From Scratch	$140,000 - $200,000 a year	Troubleshooting and optimizing data path.Architect the next generation 5G base station on a chip’s data path.Strong programming experience in c/c++.	170000.0
1260	Principal ML & NLP Engineer	Remote in Watauga, TX 76148+1 location	Recruiting From Scratch	$140,000 - $200,000 a year	Given you are constructing the foundation on which our global data infrastructure will be built, you need to pay close attention to detail and maintain a…	170000.0
1261	Healthcare Data Scientist	Irving, TX 75062 (Las Colinas Urban Center area)	Vizient, Inc.	$99,300 - $147,700 a year	When you’re the best, we’re the best. We instill an environment where employees feel engaged, satisfied and able to contribute their unique skills and talents…	123500.0
1262	Principal Statistical Programming Lead | Top-3 Pharma	Fort Worth, TX	Warman O'Brien	Up to $165,000 a year	*Principal Statistical Programming Lead – Homebased – Global Pharma Summary: * I am currently working with a leading, global Pharma who are looking for a…	165000.0
1263	Reporting & Analytics Analyst	Remote in Bedford, TX 76022+1 location	Kelly	$35 an hour	Title: Reporting & Analytics Analyst Location: Fully Remote Pay Rate: $35/hr.- $40/hr. Duration: Long- Term, No End Date Job Description: Solutions and…	70000.0
1264	Senior Data Scientist at Rent-to-Own Startup	Remote in Watauga, TX 76148+1 location	Recruiting From Scratch	$120,000 - $190,000 a year	Who is Recruiting from Scratch: Recruiting from Scratch is a premier talent firm that focuses on placing the best product managers, software, and hardware…	155000.0
1265	Senior Data Scientist/Machine Learning Engineer	Remote in Watauga, TX 76148+14 locations	Recruiting From Scratch	$140,000 - $200,000 a year	Who is Recruiting from Scratch: Recruiting from Scratch is a premier talent firm that focuses on placing the best product managers, software, and hardware…	170000.0
1266	Senior Data Analyst, Internal Audit (Remote Available)	Hybrid remote in Westlake, TX	Charles Schwab	$71,100 - $140,800 a year	Your Opportunity The Internal Audit Department (IAD) of The Charles Schwab Corporation provides independent and objective assessments to resolve whether all…	105950.0
1267	Data Plane Engineer	Remote in Fort Worth, TX+2 locations	Recruiting From Scratch	$140,000 - $200,000 a year	Who is Recruiting from Scratch: Recruiting from Scratch is a premier talent firm that focuses on placing the best product managers, software, and hardware…	170000.0
1268	Senior Data Scientist - Marketing Analytics	Hybrid remote in Irving, TX 75038	Cottonwood Financial	$135,000 a year	Job Description: Reporting to our Director of Marketing Analytics, this position’s charter is to increase the company’s profits through advanced analytics…	135000.0
1269	Principal Statistical Programming Lead | Top-3 Pharma	Fort Worth, TX	Warman O'Brien	Up to $165,000 a year	You will apply continuous learning as part of next generation data strategy (R, Python, Scala, Java, etc.).Using your experience, you will be responsible for…	165000.0
1270	Machine Learning Engineer, Platform	Remote in Fort Worth, TX+2 locations	Recruiting From Scratch	$150,000 - $190,000 a year	Orchestrate large scale machine learning data pipelines (experience with Prefect, Airlflow, Luigi, or similar framework will be helpful).	170000.0
1271	Senior Data Scientist	California	Harnham	$100,000 - $175,000 a year	SENIOR DATA SCIENTIST EMERYVILLE, CALIFORNIA (HYBRID AVAILABLE) ($100,000- $175,000+ BENEFITS + EQUITY) Harnham is looking for an outstanding team player…	137500.0
1272	Director, Data Science- SMB Labs	Remote in California	Indeed	$214,000 - $310,000 a year	Your Job We are seeking a Director of Data Science in the Small Medium Business (SMB) Labs group. In this role, you will lead teams of machine learning…	262000.0
1273	Senior Director of Machine Learning Research	California	Harnham	$225,000 - $275,000 a year	SENIOR DIRECTOR OF MACHINE LEARNING RESEARCH SAN FRANCISCO, CA/ BOSTON, MA/ SEATTLE, WA/AUSTIN, TX/ TRISTATE AREA (HYBRID AVAILABLE) ($225,000- $275,000+…	250000.0
1274	Marketing Data Science Manager	United States	Indeed	$145,000 - $210,000 a year	Your Job Our team is at the intersection of marketing with large investments, products that are used by billions of job seekers and employers, and petabytes…	177500.0
1275	Senior Data Engineer	Remote in United States	SAIC	$125,001 - $150,000 a year	Job ID: 2207014-US-United_States Location: , , US Date Posted: 2022-05-06 Category: Information Technology Subcategory: Big Data Engineer Schedule: Full…	137500.5
1276	Machine Learning Programmer	Greensboro, NC 27401	Actalent	$45 - $60 an hour	. Able to perform Bayesian parameter searches on networks to balance accuracy and performance.. Able to quantize networks for deployment on resource…	105000.0
1277	Senior Software Development Engineer - Data Intelligence	Greensboro, NC	Altair	$125,000 - $150,000 a year	Altair enables data-driven enterprises by providing teams the power to use data analytics and AI to gain competitive advantages and drive next-level business…	137500.0
1278	Machine Learning Programmer	Greensboro, NC 27401	Actalent	$45 - $60 an hour	Able to perform Bayesian parameter searches on networks to balance accuracy and performance.Multiple simultaneous searches on a single GPU.	105000.0
1279	Senior Machine Learning Engineer	Remote in North Carolina	Harnham	$190,000 - $230,000 a year	They are looking for an experienced Machine Learning engineer who has extensive experience working with start-ups, has a green thumb, and thrives in a fast…	210000.0
1280	Scientist/Senior Scientist	Virginia	AllianThera Biopharma	$85,000 - $135,000 a year	Proficiency in utilizing software such as GraphPad Prism, FlowJo, electronic lab notebooks, Microsoft Office etc. for data analysis and figure generation is…	110000.0
1281	Data Scientist	Herndon, VA+3 locations	Accenture Federal Services	Up to $10,000 a month	Experience with managing data and creating algorithms using AWS.Refer a qualified candidate and earn up to $10K.Comfortable navigating the command line.	120000.0
1282	ANALYTIC MATHEMATICIAN, STATISTICIAN, DATA-SCIENTIST	Washington, DC	US Defense Intelligence Agency	$89,834 - $116,788 a year	Demonstrate an ability to merge all-source analytic tradecraft with advanced methodologies/tools and data science analysis to produce written products for high…	103311.0
1283	Senior Software Engineer, Data	Remote in Arlington, VA	Interos, Inc.	$120,000 - $160,000 a year	Founded in 2005 by supply chain risk management expert Jennifer Bisceglie, we have grown into the largest and most influential player in the emerging…	140000.0
1284	Principal ML & NLP Engineer	Remote in Washington, DC 20057+2 locations	Recruiting From Scratch	$140,000 - $200,000 a year	Who is Recruiting from Scratch: Recruiting from Scratch is a premier talent firm that focuses on placing the best product managers, software, and hardware…	170000.0
1285	Software Engineer (Deep Learning)	Rockville, MD 20850	Barrow Wise Consulting	$84,000 - $110,000 a year	Enjoy problem-solving, need a venue to display your creativity, and emerging technologies pique your interest; if so, Barrow Wise Consulting, LLC is for you.…	97000.0
1286	Master Data Manager	Temporarily Remote in Washington, DC 20405	Barrow Wise Consulting	$90,000 - $145,000 a year	Enjoy problem-solving, need a venue to display your creativity, and emerging technologies peak your interest; if so, Barrow Wise Consulting, LLC is for you.…	117500.0
1287	Data Scientist - TS/SCI Cleared	Washington, DC	Insight Global	$160,000 - $180,000 a year	Designing and deploying deep learning algorithms and predictive models Developing custom data models and algorithms to apply to data sets Assessing the…	170000.0
