	Title	Location	Company	Salary	Synopsis	origin	mean_annual_salary
2613	Data Platform Engineer	Remote in Chantilly, VA	Peraton	Up to $202,509 a year	Knowledge of data warehousing concepts, data mining, profiling, and analysis.Experience with a variety of data structures including lakehouse, data warehouse,…	Herndon	202509.0
2614	026871 - Laboratory Assistant	Rockville, MD 20850	PerkinElmer	Up to $52,000 a year	Strong organizational skills with attention to detail and accurate data entry.Ensure that all lab and write up spaces are clear and ready for use by scientists…	Herndon	52000.0
2615	Scientific Policy Support	Washington, DC 20004 (Downtown area)	ORAU	$31.85 an hour	Experience conducting analysis of data and information to address specific applications; and.Conducting analysis of data and information collected for the…	Herndon	66248.0
2616	Sr. Data Scientist	Temporarily Remote in Arlington, VA 22201	Excella, Inc.	$125,000 - $190,000 a year	Using machine learning and data mining technique to understand the patterns in large volumes of data, identify relationships detect data anomalies, and classify…	Herndon	157500.0
2617	Senior Big Data/Machine Learning Engineer (BHJOB1435_28491)	McLean, VA 22102	Astyra Corporation	$80 - $85 an hour	AML Customer Data Team - provides central location for customer data, reforming searching for different sanction lists.Job Types: Full-time, Contract.	Herndon	171600.0
2618	Data Analyst Senior	McLean, VA 22102	Employment Enterprises	$60 an hour	Analyze data quality issues: profiling, analyzing, identifying proper data sources using SQL.Move product towards desired end state by gaining an understanding…	Herndon	124800.0
2619	Senior Data Scientist	Sterling, VA 20166	Cardinal Technology Systems, Corp	From $140,000 a year	Experience performing data mining, analysis, and training set construction.Familiarity with RESTful APIs, web scraping, and processing unstructured data.	Herndon	140000.0
2620	Data Scientist	McLean, VA 22102+1 location	Analytic Solutions Group	$105,000 - $180,000 a year	Provide robust graphical data visualizations and recommendations for quantitative data analysis selection and collection.	Herndon	142500.0
2621	Senior Data Scientist	Herndon, VA	Accenture Federal Services	Up to $10,000 a month	Experience with managing data and creating algorithms using AWS.Experience with one of the following: technical collection, enrichment or exploitation of Open…	Herndon	120000.0
2622	Data Scientist	Remote in Washington, DC 20005+1 location	S&P Global	$68,300 - $155,900 a year	3+ years of experience in data analysis or similar role.Strong statistical knowledge and intuition, especially for applying analysis to real data.	Herndon	112100.0
2623	Senior Data Scientist	Washington, DC+3 locations	MissionWired	$85,000 - $135,000 a year	Experience managing data warehouses and/or data lakes;Ability to build and optimize data pipelines, architectures, and data sets;	Herndon	110000.0
2624	Data Scientist III	Arlington, VA 22209 (Radnor-Ft Myer Heights area)+5 locations	Peraton	Up to $176,600 a year	Handle processing and index requests against high-volume collections of data and high-velocity data streams.Has the ability to make discoveries in the world of…	Herndon	176600.0
2625	Data Scientist - Ads Optimization	Remote in Washington, DC	Comcentric	$139,000 - $225,000 a year	Proactively research data and identify opportunities in the data to drive the product roadmap.Helps identify ways to improve data quality and analysis.	Herndon	182000.0
2626	Lead Data Scientist	Remote in Washington, DC	SAIC	$155,001 - $165,000 a year	Study appropriate datasets and transform data science prototypes.Has familiarity with data wrangling, analytics, and visualization software and programming…	Herndon	160000.5
2627	Information Technology Specialist- (Data Scientist)	Washington, DC 20003 (Navy Yard area)	Child and Family Services Agency	$89,457 - $115,262 a year	Identifies data quality issues for review and resolution.Develops methodologies and programs for analyzing and presenting data.	Herndon	102359.5
2628	Data Scientist I	Vienna, VA 22180	Navy Federal Credit Union	$101,500 - $156,100 a year	Moderate skill data mining, data wrangling, and data transformation with both structured and unstructured data; deep understanding of data models.	Herndon	128800.0
2629	Data Scientist	Washington, DC	US Federal Aviation Administration	$112,187 - $173,922 a year	U.S. Citizens, Nationals or those who owe allegiance to the U.S.Also open to those eligible for 30% or more Disabled.	Herndon	143054.5
2630	Mathematical Statistician	Washington, DC	US Environmental Protection Agency	$106,823 - $138,868 a year	U.S. Citizens, Nationals or those who owe allegiance to the U.S.	Herndon	122845.5
2631	Data Scientist	Washington, DC	US Federal Aviation Administration	$112,187 - $173,922 a year	This job is open to.U.S. Citizens, Nationals or those who owe allegiance to the U.S.Individuals eligible under a special authority not listed above, but…	Herndon	143054.5
2632	Data Scientist	McLean, VA 22102+5 locations	Peraton	Up to $140,421 a year	Handle processing and index requests against high-volume collections of data and high-velocity data streams.Has the ability to make discoveries in the world of…	Herndon	140421.0
2633	Senior Data Scientist	McLean, VA 22102	Peraton	Up to $244,150 a year	Handle processing and index requests against high-volume collections of data and high-velocity data streams.Has used advance tools and computational skills to…	Herndon	244150.0
2634	Data Scientist - Biodefense	Remote in Herndon, VA 20170	Peraton	Up to $135,325 a year	As a member of this team, you will provide expert advice, assessment, and insight into the application of cloud computing for data analysis and optimization of…	Herndon	135325.0
2635	Senior Data Scientist	Remote in Washington, DC	Gtmhub	$130,000 - $160,000 a year	Maintain day-to-day data aggregation responsibilities and the integrity of the data;Familiarity with data management tools;What we’re looking for.	Herndon	145000.0
2636	Economist / Statistician	Washington, DC	US Consumer Financial Protection Bureau	$83,282 - $170,560 a year	This job is open to.U.S. Citizens, Nationals or those who owe allegiance to the U.S.U.S Citizens or U.S. Nationals; No prior federal experience is required.	Herndon	126921.0
2637	Data Scientist	Washington, DC+2 locations	US Federal Aviation Administration	$112,187 - $173,922 a year	Help This job is open to The public U.S. Citizens, Nationals or those who owe allegiance to the U.S. Individuals with disabilities Veterans Special…	Herndon	143054.5
2638	Principal Data Scientist	Dulles, VA 20166	Global Wireless Solutions, Inc.	$140,000 - $150,000 a year	*Description: * Global Wireless Solutions, Inc. (GWS) defines the industry standard for network benchmarking, analysis, and testing. GWS provides network data…	Herndon	145000.0
2639	Data Scientist I	Vienna, VA 22180+3 locations	Navy Federal Credit Union	$101,500 - $156,100 a year	YOUR LIFE'S MISSION: POSSIBLE You have goals, dreams, hobbies and things you’re passionate about. What’s Important to You Is Important to Us We’re looking…	Herndon	128800.0
2640	Data Scientist	McLean, VA 22102+5 locations	Peraton	Up to $140,421 a year	Peraton drives missions of consequence spanning the globe and extending to the farthest reaches of the galaxy. As the world’s leading mission capability…	Herndon	140421.0
2641	Computer Vision and Remote Sensing Data Scientist	Washington, DC	Amazon Web Services, Inc.	$153,000 - $208,000 a year	Ability to lead and mentor scientists.3+ years of experience in a ML or data scientist role and a track record of building ML or DL models.	Herndon	180500.0
2642	Sr. Fraud Data Analyst	Remote in Chantilly, VA	Peraton	From $86,694 a year	Peraton drives missions of consequence spanning the globe and extending to the farthest reaches of the galaxy. As the world’s leading mission capability…	Herndon	86694.0
2643	Interdisciplinary Data Scientist (Advanced Analytics)	Washington, DC 20548 (Judiciary Square area)	US Government Accountability Office	$111,683 - $176,300 a year	Expert level, skill in processing and staging structured and unstructured data, metadata, and engineered features, including development of forensically sound,…	Herndon	143991.5
2644	Solutions Architect – Artificial Intelligence and Machine Le...	Reston, VA	ManTech International Corporation	$135,300 - $225,500 a year	Acquire data from primary and other data sources and maintain databases/data systems.Analyze source data and types, identify data requirements for destination…	Herndon	180400.0
2645	Lead Data Engineer - Snowflake	Remote in Arlington County, VA	Interos, Inc.	$131,250 - $175,000 a year	Guide data engineers, data scientists, and methodologists on best practices when working with Snowflake.8+ years building data solutions with a variety of data…	Herndon	153125.0
2646	Senior Cloud Data Engineer	Remote in Ashburn, VA 20147	SAIC	$175,001 - $185,000 a year	ETL/ELT or data warehousing experience working on the design, development and documentation of large-scale data objects from disparate data sources.	Herndon	180000.5
2647	Statistician (Social Science)	Temporarily Remote in Washington, DC+1 location	US Office of Justice Programs	$74,950 - $116,788 a year	Duties (The duties described reflect the full performance level of this position) The incumbent will be part of one or more teams carrying out statistical…	Herndon	95869.0
2648	Senior Evaluation Advisor	Temporarily Remote in Washington, DC 20004	U.S. Agency for International Development	$126,233 - $164,102 a year	Duties Implements current Design, Monitoring and Evaluation Policy through capacity building, consultation, tool development, research, white papers, workshop…	Herndon	145167.5
